ISBN,Book-Title,Book-Author
0064407314,Monster (rpkg),Walter Dean Myers
0064408183,Weetzie Bat (10th Anniversary Edition),Francesca Lia Block
0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis
0064471969,Shade's Children,Garth Nix
0064473619,The Wish,Gail Carson Levine
0066210232,A Theory of Relativity,Jacquelyn Mitchard
0066211484,Another Planet: A Year in the Life of a Suburban High School,Elinor Burkett
0066212855,"Krakatoa : The Day the World Exploded: August 27, 1883",Simon Winchester
006621288X,Love in the Asylum : A Novel,Lisa Carey
0066214769,"Children of the Storm (Peters, Elizabeth)",Elizabeth Peters
0070030952,Getting Started in Powerboating,Bob  Armstrong
0071383832,The Fat Flush Plan,Ann Louise Gittleman
0091802067,Man Who Listens to Horses Notes,Monty Roberts
0099244926,The Street Lawyer,John Grisham
0099245027,The Testament,John Grisham
0099272687,Patchwork Planet Uk Edition,Anne Tyler
0099279347,BRIDGES OF MADISON COUNTY/SLOW,R J WALLER
0099282194,Human Stain,Philip Roth
009947560X,Carrot Roots,Jasper Carrott
0099521016,Midnight In the Garden of Good and Evil,John Berendt
0099740516,Fall on Your Knees,Ann-Marie MacDonald
0099993805,Pelican Brief,John Grisham
0140012133,Three Men in a Boat: To Say Nothing of the Dog!,Jerome Klapka Jerome
0140014853,Women in Love,D.H. Lawrence
0140019421,Jennie,Paul Gallico
0140031499,Picnic at Hanging Rock,Joan Lindsay
0140042210,A Portrait of the Artist As a Young Man,James Joyce
0140042326,The Pearl and The Red Pony (Two Books in One),John Steinbeck
0140052801,Dracula,Bram Stoker
0140060871,On the Yankee Station,William Boyd
0140071075,We Have Always Lived in the Castle,Shirley Jackson
0140077871,Dreams of Sleep (Contemporary American Fiction),Josephine Humphreys
0140086838,Ceremony (Contemporary American Fiction Series),Leslie Marmon Silko
0140092315,Happy to Be Here,Garrison Keillor
014009623X,Foe (King Penguin),J.M. Coetzee
0140097112,What's Bred in the Bone,Robertson Davies
0140099832,Lake Wobegon Days,Garrison Keillor
0140144595,I Dreamed of Africa,Kuki Gallmann
014014739X,Journey Through Genius: The Great Theorems of Mathematics,William Dunham
0140149902,The Republic of Love,Carol Shields
0140150749,Portable Dorothy Parker (Viking Portable Library),Dorothy Parker
0140171916,The Van,Roddy Doyle
0140173048,Cock and Bull,Will Self
0140173765,Divine Inspiration: A Homer Kelly Mystery (Homer Kelly Mysteries (Paperback)),Jane Langton
0140176640,A Good Scent from a Strange Mountain: Stories,Robert Olen Butler
0140184937,Our Man in Havana: An Entertainment (Twentieth Century Classics),Graham Greene
0140188320,Sons and Lovers (Twentieth-Century Classics),D. H. Lawrence
0140231730,The White Hotel,D. M. Thomas
0140233903,Paddy Clarke Ha Ha Ha,Roddy Doyle
014024669X,Of Love and Other Demons,Gabriel Garcia Marquez
0140250832,House of Sleep,Jonathan Coe
0140251367,The Box Garden,Carol Shields
0140254587,Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia,Dennis Covington
0140258566,Two Dead Girls (Green Mile S.),Stephen King
0140259112,Bed &amp; Breakfast,Lois Battle
0140265988,Falling Leaves Brit Edition,Adeline Yen Mah
0140268863,The Odyssey,Robert Fagles
0140271562,Tommo &amp; Hawk,Bryce Courtenay
0140274162,To the Lighthouse (Essential.penguin S.),Virginia Woolf
0140274782,Wobegon Boy,Garrison Keillor
0140278702,Lucky Jim (Essential.penguin S.),Kingsley Amis
0140278826,The Girls' Guide to Hunting and Fishing,Melissa Bank
014027927X,Ralph's Party,Lisa Jewell
0140279288,Thirty-nothing,Lisa Jewell
0140281649,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez
0140291903,Manhattan Memoir,Mary Cantwell
0140296409,Disgrace,J. M. Coetzee
0140296476,Zero: The Biography of a Dangerous Idea,Charles Seife
0140298339,Before You Sleep,Linn Ullmann
0140300600,Tarka the Otter (Puffin Story Books),Henry Williamson
0140314067,The Twits (Puffin Books),Roald Dahl
0140314202,The Summer of the Swans,Betsy Byars
014034893X,"Roll of Thunder, Hear My Cry",Mildred D. Taylor
0140351310,Jane Eyre (Puffin Classics),Charlotte Bronte
0140360778,The Road to Memphis,Mildred D. Taylor
0140366784,Jane Eyre (Puffin Classics),Charlotte Bronte
0140388419,Guests of War Trilogy,Kit Pearson
0140430113,Jane Eyre (Penguin Classics),Charlotte Bronte
0140430547,A Tale of Two Cities (Penguin English Library),Charles Dickens
0140437509,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome
0140441212,Bhagavad Gita (Penguin Classics),Juan Mascaro
0140441409,Meditations (Penguin Classics),Marcus Aurelius
0140444416,The Divine Comedy: Inferno (Penguin Classics),Dante Alighieri
0140620435,The Tenant of Wildfell Hall (Penguin Popular Classics),Anne Bronte
0140620621,Moby Dick (Penguin Popular Classics),Herman Melville
0140620850,Vanity Fair (Penguin Popular Classics),William Makepeace Thackeray
0140620869,Alice's Adventures in Wonderland (Penguin Popular Classics),Lewis Carroll
0140621393,Journey to the Centre of the Earth (Penguin Popular Classics),Jules Verne
0140621458,Three Men on the Bummel (Penguin Popular Classics),Jerome K. Jerome
0140622918,Les Miserables (Penguin Popular Classics),Victor Hugo
0140714014,Macbeth (The Pelican Shakespeare),William Shakespeare
0140862919,Perfume: The Story of a Murderer,Patrick Suskind
014100522X,Head over Heels in the Dales (Dales Series),Gervase Phinn
0141181737,Death in Venice and Other Tales,Thomas Mann
0141300477,Wicked!: All Six Parts in One Book: Single Volume Containing All 6 Parts,Paul Jennings
0141301120,Charlie and the Great Glass Elevator (Puffin Novels),Roald Dahl
0141301155,Charlie and the Chocolate Factory (Puffin Novels),Roald Dahl
0141303522,A Long Way from Chicago: A Novel in Stories,Richard Peck
014130894X,Aussie Nibble: First Friend,Christobel Mattingley
0141439564,Great Expectations (Penguin Classics),Charles Dickens
0142000345,"A Common Life: The Wedding Story (Beloved Mitford, No. 6)",Jan Karon
0142000930,Lake Wobegon Summer 1956,Garrison Keillor
0142002631,The Terra-Cotta Dog: An Inspector Montalbano Mystery,Andrea Camilleri
0142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde
014200443X,The Quality of Life Report,Meghan Daum
0142300497,Island of the Aunts,Eva Ibbotson
0142437255,On the Road (Penguin Classics),Jack Kerouac
014302812X,The Merlion and the Hibiscus: Contemporary Short Stories from Singapore and Malaysia,Michelle A. Edwards
0151005141,The Headless Bust: A Melancholy Meditation for the False Millennium,Edward Gorey
0151104506,Bailey's Cafe,Gloria Naylor
0152007822,Onstage &amp; Backstage: At the Night Owl Theater,Ann Hayes
0152022724,Gone-Away Lake (Gone-Away Lake Books (Paperback)),Elizabeth Enright
0152045643,The Bookstore Mouse,Peggy Christian
0152567089,The Napping House,Audrey Wood
0156001454,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen
0156011433,Snow Mountain Passage,James D. Houston
0156030241,Like the Red Panda (Harvest Book),Andrea Seigel
0156364654,A Good Man Is Hard to Find and Other Stories,Flannery O'Connor
0156445441,In Search of Our Mothers' Gardens: Womanist Prose,Alice Walker
015650300X,Le Petit Prince (French Language Edition),Antoine De Saint-Exupery
0156904365,Till We Have Faces: A Myth Retold,C. S. Lewis
0192823620,The Portrait of a Lady (The World's Classics),Henry James
019282760X,Pride and Prejudice (World's Classics),Jane Austen
019283357X,Emma (Oxford World's Classics),Jane Austen
0192833596,Great Expectations (Oxford World's Classics),Charles Dickens
0192860836,The Diary of a Teenage Health Freak,"Aidan, MacFarlane"
0198607024,The Meaning of Everything: The Story of the Oxford English Dictionary,Simon Winchester
0201632950,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White
0226500616,Young Men &amp; Fire,Norman Maclean
0297821792,Chicken (MasterChefs),Bruno Loubet
0304345350,Dictionary of Superstitions,David Pickering
0304357278,E-Tales: The Best &amp; Worst of Internet Humor,David Milstead
0307001067,The Little Mermaid,Michael Teitelbaum
030700113X,Walt Disney's Lady and the Tramp (Little Golden Book),Teddy Slater
0307001350,The Velveteen Rabbit (Little Golden Book),MARGERY WILLIAMS
0307010368,Snow White and the Seven Dwarfs,Little Golden Staff
0307010856,The Monster at the End of This Book,JON STONE
0307100146,Walt Disney's 101 Dalmatians: Pongo to the Rescue (Golden Super Shape Book),Justine Korman
0307101177,The three billy goats Gruff (A First little golden book),Ellen Rudin
0307115178,My Name Is Bert (Little Look-Look),Justine Korman
0307126455,Disney's Beauty and the Beast (Golden Look-Look Book),Michael Teitelbaum
0307128423,Disney's 101 Dalmatians (Golden Look-Look Books),P. Z. Mann
0307131726,Earth: Where Would We Be Without It? (Golden Look-Look Books (Paperback)),STEVE GRAY
0307160491,The Tawny Scrawny Lion,Kathryn Jackson
0307247058,Let's Party #1,R. L. Stine
0307262073,"Cat on the Mat (Step-Into-Reading, Step 2)",SUSAN SCHADE
0307301451,Disney's the Lion King (Little Golden Book),Justine Korman
0307302997,Disney's the Hunchback of Notre Dame: Quasimodo's New Friend (Little Golden Books),Justine Korman
0307337014,Make Your Own Valentine Cards: 16 Cards and 50 Stickers (Golden Books),Lisa Rojany
0307628442,Just Lost (A Golden Look-Look Book),Gina Mayer
0310228980,"She Who Laughs, Lasts!",Ann Spangler
0310235588,Dark Moon,Alton Gansky
0312010583,The Shell Seekers,Rosamunde Pilcher
0312063571,Flowers in the Rain,Rosamunde Pilcher
0312107935,Pemberley or Pride and Prejudice Continued,Emma Tennant
0312147015,The Persian Pickle Club,Sandra Dallas
031218008X,One Thousand White Women : The Journals Of May Dodd,Jim Fergus
0312181213,The Last Valentine,James Michael Pratt
031218171X,The Saskiad,Brian Hall
0312187688,Used and Rare : Travels in the Book World,Lawrence Goldstone
0312195168,Night Talk : A Novel,Elizabeth Cox
0312199430,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus
0312200277,Strong for Potatoes,Cynthia Thayer
0312202318,A Home at the End of the World: A Novel,Michael Cunningham
0312242360,Round Ireland With a Fridge,Tony Hawks
031224262X,The Unexpected Guest,Charles Osborne
0312262892,Breathing Water,T. Greenwood
0312263996,Timbuktu : A Novel,Paul Auster
0312266804,Out on a Limb: A Claire Malloy Mystery,Joan Hess
031226772X,Sellevision : A Novel,Augusten Burroughs
0312269609,The Viking Funeral,Stephen J. Cannell
0312272782,This Is Graceanne's Book : A Novel,P. L. Whitney
0312273185,Everything in This Country Must: A Novella and Two Stories,Colum McCann
0312274629,Final Arrangements,Miles Keaton Andrew
0312283970,The Man Who Talks to Dogs: The Story of America's Wild Street Dogs and Their Unlikely Savior,Melinda Roth
0312287682,Girlfriend 44,Mark Barrowcliffe
0312305060,The Hours: A Novel,Michael Cunningham
0312308922,The Minotaur Takes a Cigarette Break: A Novel,Steven Sherrill
031230899X,Last Things: A Father Dowling Mystery,Ralph McInerny
0312310064,"Plane Insanity: A Flight Attendant's Tales of Sex, Rage, and Queasiness at 30,000 Feet",Elliot Hester
0312310439,The Marrying Game: A Novel,Kate Saunders
0312311818,"Winner of the National Book Award: A Novel of Fame, Honor, and Really Bad Weather",Jincy Willett
0312319754,Jane Austen in Boca: A Novel,Paula Marantz Cohen
0312854285,Lord of Chaos : Book Six of 'The Wheel of Time' (Wheel of Time),Robert Jordan
0312868278,Dark Cities Underground,Lisa Goldstein
0312870582,01-01-00: A Novel of the Millennium,R. J. Pineiro
0312872011,Mars Crossing,Geoffrey A. Landis
0312873115,The Land of Laughs : A Novel,Jonathan Carroll
0312874502,Chemical Pink,Katie Arnoldi
0312875681,Forests of the Heart (Newford),Charles de Lint
0312876637,The Folk of the Fringe,Orson Scott Card
0312906013,Herbs and Apples,Helen Santmyers
0312925271,Voices in Summer,Rosamunde Pilcher
0312925336,By Reason of Insanity,James Neal Harvey
0312928408,The Jeffrey Dahmer Story : An American Nightmare (St. Martin's True Crime Library),Donald A. Davis
0312929587,Undercurrents,Ridley Pearson
0312952155,Life's Little Frustration Book: A Parody,G. Gaynor McTigue
0312953607,The Apothecary Rose : An Owen Archer Mystery (An Owen Archer Mystery),Candace Robb
0312955731,White Shark,Peter Benchley
0312958455,The Last Coyote (Last Coyote),Michael Connelly
0312961243,Under Gemini,Rosamunde Pilcher
0312961324,The Shell Seekers (Shell Seekers),Rosamunde Pilcher
0312961731,A Murder on the Appian Way (Dead Letter Mysteries),Steven Saylor
0312962118,Snow Wolf,Glenn Meade
0312963971,Hide and Seek (Dead Letter Mysteries),Ian Rankin
0312965680,Wings of Fire (An Ian Rutledge Mystery),Charles Todd
0312966776,Black and Blue (Black &amp; Blue),Ian Rankin
0312967004,Eleven Hours,Paullina Simons
0312971087,The Sands of Sakkara,Glenn Meade
0312971230,Ice Station,Matthew J. Reilly
0312971281,Search the Dark (An Ian Rutledge Mystery),Charles Todd
0312972776,Larger Than Death (Josephine Fuller Mystery),Lynne Murray
0312973691,Agatha Raisin and the Witch of Wyckhadden (An Agatha Raisin Mystery),M. C. Beaton
0312974205,Dead Souls (St. Martin's Minotaur Mysteries),Ian Rankin
0312974477,Pisces Rising (An Elizabeth Chase Mystery),Martha C. Lawrence
0312974485,The Samurai's Wife (A Sano Ichiro Mystery),Laura Joh Rowland
0312975287,Timbuktu,Paul Auster
0312977026,K-Pax,Gene Brewer
0312977646,A Deadly Affair (St. Martin's True Crime Library),Tom Henderson
0312978669,The Wedding Game : A Mystery at the University of Michigan (A Mystery Featuring Anneke Haagen),Susan Holtzer
0312979398,The Eye of the Tiger,Wilbur Smith
0312980191,Naked Came the Phoenix,Marcia Talley
0312981961,Close to You,Mary Jane Clark
0312982011,"Abandoned Prayers: The Shocking True Story of Obsession, Murder, and 'Little Boy Blue'",Gregg Olsen
0312982135,Third Person Singular (A Mars Bahr Mystery),KJ Erickson
0312982402,The Falls : An Inspector Rebus Novel (An Inspector Rufus Novel),Ian Rankin
0312982518,The Sigma Protocol,Robert Ludlum
0312983131,If She Should Die,Carlene Thompson
0312983832,Nobody Knows,Mary Jane Clark
0312986688,Winter and Night (A Bill Smith/Lydia Chin Novel),S. J. Rozan
0312988249,Compulsion (Frank Clevenger),Keith Ablow
0312989695,The Big Dig (Carlotta Carlyle),Linda Barnes
0312989709,Liberty : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts
0316095648,A Question of Blood: An Inspector Rebus Novel,Ian Rankin
0316106585,Love from the Heart of the Home : A Keepsake Book,Susan Branch
0316107107,Bloom County: Loose Tails,Berke Breathed
0316107352,Tales Too Ticklish to Tell: Bloom County,Berke Breathed
0316153915,Chasing the Dime,Michael Connelly
0316153990,Blood Work (Blood Work),Michael Connelly
0316154075,A Darkness More Than Night,Michael Connelly
0316154601,Lost Light,Michael Connelly
0316155306,The Narrows: A Novel,Michael Connelly
0316285269,White Oleander : A Novel,Janet Fitch
0316313068,In the Land of Dreamy Dreams,Ellen Gilchrist
0316358428,The Castafiore Emerald (The Adventures of Tintin),Herge
0316557633,Garden State: A Novel,Rick Moody
0316666009,1st to Die: A Novel,James Patterson
0316690619,Cradle and All,James Patterson
0316693294,Cat and Mouse,James Patterson
0316693863,Hide and Seek,James Patterson
0316734837,Fortune's Rocks : A Novel,Anita Shreve
0316769177,The Catcher in the Rye,J.D. Salinger
0316782505,The Weight of Water,Anita Shreve
0316898163,"River, Cross My Heart : A Novel",Breena Clarke
0316929190,All Too Human : A Political Education,George Stephanopoulos
0330020722,Supreme Storyteller,Nevil Shute
0330201077,The Spy Who Came in from the Cold,John le Carre
0330266454,Riddley Walker,Russell Hoban
0330269828,Vintage Stuff,Tom Sharpe
0330273949,Take My Word for It,John Marsden
0330281240,On the Black Hill,Bruce Chatwin
0330282565,Little Drummer Girl,John Lecarre
0330294008,Less Than Zero,Bret Easton Ellis
0330294377,Falling Towards England,Clive James
0330305735,Bonfire of the Vanities,Tom Wolfe
0330341634,The Daughters of Cain,Colin Dexter
0330351923,Once In a House On Fire,Andrea Ashworth
0330370057,Warhol's Prophecy,Shaun Hutson
0330376136,Once,James Herbert
0330376284,Haunted,James Herbert
0330411896,The Guy Next Door (UK Edition),Meggin Cabot
0330482203,Dry Bones That Dream (An Inspector Banks Mystery),Peter Robinson
0330484915,Dancing with mules,Morag Prunty
0330487248,What If?: Military Historians Imagine What Might Have Been,Robert Cowley
0330488813,Tokyo Station,Martin Cruz Smith
0330491024,The Spartan,Valerio Massimo Manfredi
0340040025,Five on Kirrin Island Again (Famous Five),Enid Blyton
0340401486,A Matter of Honour,Jeffrey Archer
0340581239,Blindfold,Siri Hustvedt
0340597704,The Vets (Stephen Leather Thrillers),Stephen Leather
0340632755,Kiss chase,Fiona Walker
0340682566,A Matter of Time,Catherine Feeny
0340718811,Regatta,Libby Purves
0340734124,Dancing with the Uninvited Guest,Julia Wallis Martin
0340768096,Lucy Talk,Fiona Walker
0340793899,A Free Woman,Libby Purves
0345260708,Between Planets,Heinlein A.
0345260791,Star wars: From the adventures of Luke Skywalker : a novel,George Lucas
0345285859,Shibumi,Trevanian
0345285980,Crystal singer,Anne McCaffrey
0345292340,Fahrenheit 451,Ray Bradbury
0345293010,Ringworld,Larry Niven
0345295684,Dragonflight,Anne Mccaffrey
0345300998,The Quest for Saint Camber (Quest for Saint Camber),Katherine Kurtz
0345305183,On a Pale Horse,Piers Anthony
034530988X,Friday,Robert Heinlein
0345310497,The Magic Journey,John Nichols
0345311485,On the Beach,NEVIL SHUTE
0345313151,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony
0345313909,Naked Sun 2,Isaac Asimov
0345315715,Robots of Dawn (Robots of Dawn),Isaac Asimov
0345318854,With a Tangled Skein (Incarnations of Immortality (Paperback)),PIERS ANTHONY
